image,mean_err_px,median_err_px,rmse_err_px,min_err_px,max_err_px,max_err_joint,csv,json,overlay
sample_0033_right_ZY20210800001_H1_C13_N11_S132_s03_T1_f000127.jpg,1.1255459954,0.7540107944,1.6407824146,0.1160305183,4.6822513505,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0033_right_ZY20210800001_H1_C13_N11_S132_s03_T1_f000127_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0033_right_ZY20210800001_H1_C13_N11_S132_s03_T1_f000127_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0033_right_ZY20210800001_H1_C13_N11_S132_s03_T1_f000127_mano_vs_gt.jpg
sample_0034_right_ZY20210800001_H1_C13_N11_S132_s03_T1_f000178.jpg,1.3394554664,0.8403690245,1.9579333007,0.1714725366,5.8490624261,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0034_right_ZY20210800001_H1_C13_N11_S132_s03_T1_f000178_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0034_right_ZY20210800001_H1_C13_N11_S132_s03_T1_f000178_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0034_right_ZY20210800001_H1_C13_N11_S132_s03_T1_f000178_mano_vs_gt.jpg
sample_0035_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000032.jpg,1.1558809394,0.8434857984,1.5815534327,0.1881875014,3.7368893067,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0035_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000032_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0035_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000032_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0035_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000032_mano_vs_gt.jpg
sample_0036_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000064.jpg,1.1403550763,0.6097008388,1.7318705786,0.2306135055,4.5094086366,12,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0036_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000064_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0036_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000064_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0036_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000064_mano_vs_gt.jpg
sample_0037_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000096.jpg,1.3054636347,0.8035153020,1.9368780323,0.0873130372,5.1896486253,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0037_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000096_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0037_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000096_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0037_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000096_mano_vs_gt.jpg
sample_0038_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000128.jpg,1.1151845960,0.7037014366,1.6926752737,0.1046437435,4.9978699577,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0038_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000128_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0038_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000128_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0038_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000128_mano_vs_gt.jpg
sample_0039_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000183.jpg,1.2665818221,0.8285791832,1.8134636514,0.2442658245,5.7479394893,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0039_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000183_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0039_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000183_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0039_right_ZY20210800001_H1_C14_N15_S158_s02_T1_f000183_mano_vs_gt.jpg
sample_0040_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000030.jpg,1.5103116255,0.9091411249,2.2061593432,0.3043437780,6.6583582760,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0040_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000030_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0040_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000030_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0040_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000030_mano_vs_gt.jpg
sample_0041_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000059.jpg,1.3458611424,0.7774821190,1.9500436594,0.3181524924,5.3789599914,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0041_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000059_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0041_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000059_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0041_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000059_mano_vs_gt.jpg
sample_0042_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000088.jpg,1.2659113360,0.6891827722,1.9550892444,0.2203432460,5.4863394507,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0042_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000088_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0042_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000088_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0042_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000088_mano_vs_gt.jpg
sample_0043_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000117.jpg,1.2835891600,0.6318686667,2.0874835695,0.1867980113,5.9439525016,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0043_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000117_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0043_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000117_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0043_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000117_mano_vs_gt.jpg
sample_0044_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000162.jpg,1.3918998578,0.7583885229,2.2198240943,0.0866638060,6.6106980467,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0044_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000162_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0044_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000162_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0044_right_ZY20210800001_H1_C20_N18_S286_s01_T1_f000162_mano_vs_gt.jpg
sample_0045_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000000.jpg,1.3107954591,1.0125657298,1.7470819092,0.1380170380,4.7006279689,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0045_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000000_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0045_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000000_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0045_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000000_mano_vs_gt.jpg
sample_0046_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000042.jpg,1.2829534167,0.8912377833,1.7864622980,0.2064305895,5.1334959351,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0046_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000042_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0046_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000042_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0046_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000042_mano_vs_gt.jpg
sample_0047_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000085.jpg,1.3406329424,0.8483796138,1.9863689048,0.1393144093,5.7061306049,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0047_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000085_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0047_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000085_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0047_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000085_mano_vs_gt.jpg
sample_0048_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000128.jpg,1.2808763149,0.8329527912,1.7611635770,0.4210487126,5.0474902874,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0048_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000128_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0048_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000128_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0048_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000128_mano_vs_gt.jpg
sample_0049_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000170.jpg,1.2473978298,0.8649267789,1.7752637763,0.1623224194,5.0280067026,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0049_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000170_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0049_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000170_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0049_right_ZY20210800002_H2_C1_N01_S336_s02_T1_f000170_mano_vs_gt.jpg
sample_0050_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000000.jpg,1.4347022646,0.8839511316,1.9039042730,0.3241571711,4.6105904720,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0050_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000000_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0050_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000000_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0050_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000000_mano_vs_gt.jpg
sample_0051_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000042.jpg,1.4731268226,0.8932564678,2.0651697808,0.2876117028,5.2735042506,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0051_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000042_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0051_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000042_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0051_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000042_mano_vs_gt.jpg
sample_0052_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000085.jpg,1.6245175427,1.0086912975,2.2751971973,0.2122847198,6.1108099713,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0052_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000085_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0052_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000085_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0052_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000085_mano_vs_gt.jpg
sample_0053_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000128.jpg,1.3516340126,0.8581899686,1.9690707511,0.1597320485,6.0353182741,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0053_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000128_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0053_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000128_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0053_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000128_mano_vs_gt.jpg
sample_0054_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000170.jpg,1.5267139256,0.9621908779,2.2601610746,0.2441333316,6.8003608365,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0054_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000170_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0054_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000170_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0054_right_ZY20210800002_H2_C2_N11_S25_s01_T1_f000170_mano_vs_gt.jpg
sample_0055_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000022.jpg,1.3716358996,0.7201960186,2.0282954770,0.2774357097,6.4006151772,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0055_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000022_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0055_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000022_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0055_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000022_mano_vs_gt.jpg
sample_0056_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000055.jpg,1.3355656851,0.8159941898,1.8687257621,0.2145342420,4.8050018916,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0056_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000055_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0056_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000055_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0056_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000055_mano_vs_gt.jpg
sample_0057_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000089.jpg,1.3203842289,0.9999201754,1.9377941403,0.1719736307,5.4860423775,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0057_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000089_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0057_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000089_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0057_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000089_mano_vs_gt.jpg
sample_0058_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000122.jpg,1.2774845863,0.8143337098,1.8298174840,0.1171181909,5.2197001567,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0058_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000122_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0058_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000122_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0058_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000122_mano_vs_gt.jpg
sample_0059_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000181.jpg,1.3027305070,0.8585094032,1.8435228764,0.3193010292,5.2028054609,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0059_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000181_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0059_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000181_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0059_right_ZY20210800002_H2_C3_N02_S354_s01_T2_f000181_mano_vs_gt.jpg
sample_0060_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000000.jpg,1.3913312004,0.8639374598,1.9329810532,0.2462581616,5.5311804452,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0060_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000000_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0060_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000000_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0060_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000000_mano_vs_gt.jpg
sample_0061_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000042.jpg,1.2074473842,0.8362823108,1.7430000816,0.2932602601,4.7820579126,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0061_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000042_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0061_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000042_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0061_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000042_mano_vs_gt.jpg
sample_0062_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000085.jpg,1.3460348936,0.9224657451,1.8691353604,0.2763171396,5.4351046536,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0062_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000085_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0062_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000085_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0062_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000085_mano_vs_gt.jpg
sample_0063_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000128.jpg,1.3798887771,0.9548103227,1.8375455258,0.2591182305,4.6768108731,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0063_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000128_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0063_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000128_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0063_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000128_mano_vs_gt.jpg
sample_0064_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000170.jpg,1.3395289821,0.9199428211,1.8720761763,0.2796884913,4.9114658000,4,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0064_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000170_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0064_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000170_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0064_right_ZY20210800002_H2_C5_N11_S121_s01_T3_f000170_mano_vs_gt.jpg
sample_0065_right_ZY20210800002_H2_C7_N11_S64_s01_T1_f000000.jpg,1.2047310047,0.7568344444,1.8497374967,0.1464748585,5.1561711557,8,hoi4d_samples2/mano_projection_vs_gt_2djoints/csv/sample_0065_right_ZY20210800002_H2_C7_N11_S64_s01_T1_f000000_mano_vs_gt.csv,hoi4d_samples2/mano_projection_vs_gt_2djoints/json/sample_0065_right_ZY20210800002_H2_C7_N11_S64_s01_T1_f000000_mano_vs_gt.json,hoi4d_samples2/mano_projection_vs_gt_2djoints/overlays/sample_0065_right_ZY20210800002_H2_C7_N11_S64_s01_T1_f000000_mano_vs_gt.jpg
